Total_Spending,Total_Purchase_Num,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Total_Household_Size,Campaign_Response_Rate,Response,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,Cluster
11,3,0.3333333333333333,35946.0,75,4,0,1,3,0.0,0,0,139,24,5,2
660,18,0.2222222222222222,56129.0,71,3,1,0,3,0.0,0,0,142,65,4,1
79,5,0.2,43815.0,42,3,1,0,3,0.0,0,0,145,53,6,3
1102,15,0.0666666666666666,63033.0,65,2,0,1,1,0.0,0,0,138,82,2,0
1483,22,0.0454545454545454,76542.0,68,4,1,0,2,0.0,0,0,145,91,2,1
843,21,0.0952380952380952,69245.0,68,3,1,0,3,0.0,0,0,135,8,3,0
81,6,0.5,33622.0,52,2,1,0,4,0.0,0,0,145,22,7,2
2252,12,0.0833333333333333,77632.0,77,3,1,0,2,0.4,1,0,146,73,2,4
320,12,0.0833333333333333,50127.0,62,2,1,0,3,0.2,0,0,131,88,6,0
1053,15,0.1333333333333333,65104.0,48,3,1,0,3,0.0,1,0,138,4,7,1
15,3,0.3333333333333333,7500.0,37,2,1,0,2,0.0,0,0,148,94,6,3
1538,20,0.05,68655.0,36,2,0,1,1,0.0,0,0,153,95,3,1
311,12,0.25,45143.0,59,3,1,0,3,0.0,0,0,140,74,7,2
96,6,0.5,41850.0,44,2,1,0,4,0.0,0,0,148,51,8,2
401,14,0.3571428571428571,60432.0,51,3,1,0,3,0.0,0,0,134,61,6,2
1753,16,0.0625,79930.0,52,4,1,0,2,0.0,0,0,153,72,2,1
1658,23,0.1304347826086956,73538.0,59,2,1,0,3,0.0,0,0,149,92,7,1
1141,21,0.1904761904761904,71855.0,47,2,1,0,3,0.0,0,0,148,59,3,1
1396,20,0.1,49667.0,69,4,0,1,1,0.2,1,0,153,35,8,1
55,5,0.4,51111.0,43,1,1,0,4,0.0,0,0,130,83,6,2
260,10,0.2,65316.0,62,2,1,0,4,0.0,0,0,144,65,4,2
882,22,0.1363636363636363,48240.0,55,4,0,1,1,0.0,1,0,150,73,5,1
65,5,0.2,44794.0,58,2,1,0,3,0.0,0,0,131,99,6,2
90,6,0.1666666666666666,46377.0,46,4,1,0,3,0.0,0,0,134,89,4,2
662,18,0.3333333333333333,44010.0,44,2,1,0,3,0.0,0,0,151,46,9,3
1341,16,0.125,61223.0,57,2,1,0,3,0.0,0,0,143,46,5,1
1941,23,0.0434782608695652,96876.0,47,2,1,0,2,0.6,1,0,141,79,2,4
1065,15,0.2666666666666666,66565.0,62,2,0,1,2,0.0,0,0,149,80,8,1
1117,14,0.0714285714285714,66951.0,36,2,0,1,1,0.0,0,0,138,46,1,0
733,20,0.15,67272.0,58,2,0,1,2,0.0,0,0,136,12,5,0
725,18,0.1111111111111111,56067.0,62,4,1,0,3,0.0,0,0,141,51,5,1
682,19,0.0526315789473684,55614.0,80,4,0,1,1,0.2,0,0,137,85,7,0
76,6,0.5,23748.0,56,3,0,1,2,0.0,0,0,150,97,8,3
369,11,0.4545454545454545,44989.0,50,2,1,0,3,0.0,0,0,152,26,6,2
272,11,0.2727272727272727,65808.0,53,4,0,1,3,0.0,0,0,131,1,6,2
69,6,0.5,17459.0,49,3,1,0,3,0.0,1,0,139,12,7,2
54,4,0.25,48794.0,71,2,1,0,4,0.0,0,0,130,97,4,2
1383,18,0.0555555555555555,85485.0,66,1,0,1,1,0.0,0,0,130,73,2,0
576,16,0.125,32632.0,61,1,1,0,2,0.0,0,0,153,32,5,1
761,18,0.1111111111111111,56628.0,47,2,0,1,2,0.2,0,0,133,30,5,0
81,6,0.1666666666666666,23539.0,67,2,1,0,2,0.0,0,0,134,13,6,3
702,18,0.1666666666666666,56320.0,57,4,1,0,3,0.0,0,0,145,11,4,1
83,5,0.4,47139.0,72,2,0,1,3,0.0,1,0,134,2,7,2
467,14,0.0714285714285714,41039.0,42,1,1,0,2,0.0,0,0,141,32,8,3
40,4,0.5,37758.0,58,2,1,0,4,0.0,0,0,151,49,8,2
1021,24,0.0833333333333333,61010.0,72,4,1,0,3,0.0,0,0,151,57,5,1
37,4,0.25,25293.0,55,2,1,0,3,0.0,0,0,140,51,8,3
615,17,0.3529411764705882,58275.0,69,2,0,1,3,0.0,0,0,143,48,7,2
122,7,0.4285714285714285,32011.0,53,4,1,0,3,0.0,0,0,140,89,7,2
769,20,0.05,65685.0,52,2,1,0,3,0.0,0,0,133,54,5,0
93,6,0.1666666666666666,32218.0,64,1,0,1,1,0.2,1,0,134,27,7,3
241,10,0.1,42670.0,32,3,1,0,2,0.0,0,0,144,12,4,3
1474,25,0.04,91065.0,43,2,0,1,1,0.4,1,0,146,33,3,4
978,24,0.0416666666666666,78497.0,73,1,1,0,2,0.2,0,0,137,44,2,0
35,5,0.2,36663.0,49,4,1,0,3,0.0,0,0,132,40,2,2
30,3,0.3333333333333333,34421.0,50,2,1,0,3,0.0,0,0,142,81,7,3
871,22,0.1363636363636363,68352.0,50,4,0,1,2,0.0,0,0,140,47,6,1
101,7,0.4285714285714285,8940.0,38,0,0,1,2,0.0,0,0,153,25,8,3
2346,22,0.0454545454545454,83151.0,52,3,1,0,2,0.6,1,0,147,80,2,4
311,12,0.1666666666666666,57100.0,37,2,0,1,2,0.0,0,0,131,9,3,0
34,4,0.5,44689.0,73,2,1,0,4,0.2,0,0,136,82,7,2
109,7,0.2857142857142857,38702.0,46,1,1,0,3,0.0,0,0,141,71,6,3
2211,21,0.0,94642.0,73,2,1,0,2,0.4,0,0,135,35,1,4
461,14,0.0714285714285714,65640.0,50,4,1,0,3,0.0,0,0,134,74,2,0
894,21,0.0476190476190476,69755.0,79,2,1,0,2,0.0,0,0,139,23,1,0
960,16,0.0625,71796.0,53,2,1,0,2,0.0,0,0,138,54,4,0
224,8,0.25,47808.0,49,3,1,0,3,0.2,0,0,138,30,7,2
169,8,0.5,40442.0,72,3,1,0,4,0.0,1,0,153,52,7,2
844,19,0.0526315789473684,88097.0,46,3,1,0,3,0.6,1,0,153,24,9,4
1127,15,0.0666666666666666,74293.0,31,2,0,1,1,0.0,0,0,132,66,2,0
835,22,0.1818181818181818,71113.0,67,2,1,0,3,0.0,0,0,136,95,4,0
794,20,0.1,67087.0,71,3,1,0,3,0.0,0,0,136,40,4,0
976,24,0.125,67911.0,75,4,1,0,3,0.0,0,0,131,63,3,0
30,6,0.3333333333333333,10979.0,35,3,0,1,1,0.0,0,0,131,34,5,3
1416,20,0.05,68397.0,48,4,1,0,3,0.0,0,0,137,6,3,0
315,12,0.0833333333333333,45183.0,62,3,0,1,1,0.2,0,0,148,33,7,1
28,3,0.3333333333333333,18227.0,37,2,1,0,3,0.0,0,0,150,21,8,3
940,15,0.0666666666666666,82623.0,72,2,0,1,1,0.0,0,0,138,58,1,0
1024,17,0.0588235294117647,84953.0,71,3,0,1,1,0.6,1,0,143,73,2,4
46,4,0.25,17323.0,37,2,1,0,2,0.0,0,0,151,38,8,3
1001,14,0.0714285714285714,73113.0,64,3,1,0,2,0.0,0,0,136,86,2,0
66,5,0.2,30477.0,40,3,1,0,3,0.0,0,0,135,16,6,3
99,6,0.5,33378.0,61,2,0,1,3,0.0,0,0,147,38,7,3
1234,17,0.0,82032.0,76,4,0,1,1,0.0,0,0,133,54,1,0
72,6,0.5,38452.0,69,3,1,0,4,0.0,0,0,133,62,7,2
46,4,0.25,46015.0,69,4,1,0,4,0.4,0,0,133,25,7,2
231,10,0.2,61905.0,49,4,1,0,3,0.0,0,0,135,2,5,2
341,11,0.5454545454545454,38683.0,35,1,1,0,3,0.0,0,0,151,80,7,3
459,15,0.0666666666666666,59354.0,71,3,1,0,4,0.0,0,0,132,59,3,0
946,21,0.0476190476190476,62204.0,64,2,0,1,3,0.0,0,0,152,38,3,1
275,11,0.2727272727272727,47743.0,67,2,1,0,3,0.2,0,0,145,56,6,2
819,20,0.15,62807.0,64,2,1,0,3,0.0,0,0,152,83,5,1
545,15,0.2666666666666666,57537.0,45,2,0,1,2,0.0,0,0,143,83,4,1
1230,18,0.1666666666666666,61996.0,47,4,1,0,3,0.6,1,0,147,27,5,4
460,15,0.2666666666666666,65747.0,55,2,1,0,3,0.2,0,0,134,96,6,2
30,4,0.5,19510.0,39,3,1,0,4,0.0,0,0,140,63,7,2
69,6,0.6666666666666666,19514.0,56,2,1,0,4,0.2,1,0,135,47,8,2
605,18,0.0555555555555555,79761.0,66,4,0,1,2,0.0,0,0,139,32,3,0
63,6,0.5,48767.0,74,4,0,1,4,0.0,0,0,136,79,5,2
98,7,0.2857142857142857,31761.0,40,2,1,0,3,0.0,0,0,133,96,5,3
976,23,0.1304347826086956,67131.0,68,2,1,0,3,0.0,0,0,145,72,6,1
1182,17,0.1764705882352941,55212.0,55,4,1,0,3,0.4,0,0,149,65,8,1
78,6,0.1666666666666666,33039.0,46,2,1,0,3,0.0,0,0,140,4,5,3
1366,29,0.0344827586206896,68487.0,36,2,1,0,2,0.0,0,0,148,48,4,1
284,11,0.4545454545454545,45072.0,76,4,0,1,4,0.0,0,0,139,74,8,2
401,14,0.2142857142857142,57906.0,51,4,1,0,3,0.0,0,0,143,29,4,2
53,4,0.25,29604.0,36,2,1,0,3,0.2,0,0,137,88,9,3
81,5,0.4,39684.0,40,4,0,1,2,0.0,1,1,151,41,7,3
728,18,0.1666666666666666,54753.0,65,2,1,0,3,0.0,0,0,140,87,4,0
52,5,0.4,30630.0,59,2,0,1,3,0.0,0,0,135,67,7,3
797,21,0.0476190476190476,69389.0,47,4,1,0,3,0.0,0,0,151,17,4,1
289,11,0.3636363636363636,60544.0,63,2,1,0,4,0.0,0,0,152,92,6,2
74,5,0.2,25965.0,44,0,1,0,2,0.0,0,0,152,29,8,3
53,6,0.3333333333333333,26646.0,40,2,1,0,3,0.0,0,0,135,26,6,3
322,12,0.25,57420.0,53,3,1,0,3,0.2,0,0,142,22,7,2
747,18,0.0555555555555555,83151.0,64,3,1,0,2,0.0,0,0,151,93,3,1
716,20,0.1,62513.0,57,3,1,0,3,0.0,0,0,140,16,6,1
1730,28,0.0,157146.0,47,2,1,0,2,0.0,0,0,144,13,1,4
331,12,0.25,48799.0,61,4,0,1,2,0.0,0,0,138,9,3,0
26,4,0.25,22804.0,53,2,0,1,2,0.0,0,0,141,75,9,3
15,3,0.3333333333333333,40479.0,42,2,1,0,3,0.0,0,0,141,95,4,3
1957,19,0.0526315789473684,87771.0,65,2,1,0,3,0.8,1,0,143,61,6,4
1101,16,0.1875,63342.0,63,4,1,0,3,0.2,0,0,151,48,6,1
1919,19,0.0526315789473684,84169.0,42,4,1,0,2,0.4,1,0,141,9,3,4
586,16,0.375,58554.0,56,2,1,0,4,0.0,0,0,151,55,7,2
504,16,0.1875,48070.0,74,2,1,0,3,0.0,0,1,148,33,7,1
449,13,0.0769230769230769,31907.0,52,2,0,1,1,0.0,0,0,146,75,7,3
1501,22,0.0454545454545454,81051.0,59,4,1,0,2,0.4,0,0,131,43,2,4
292,11,0.5454545454545454,44602.0,55,3,1,0,4,0.0,0,0,134,35,8,2
1526,22,0.0454545454545454,77520.0,65,3,1,0,3,0.6,1,0,140,30,4,4
325,11,0.5454545454545454,53761.0,52,3,1,0,4,0.0,0,0,139,7,5,2
52,4,0.25,32414.0,40,1,1,0,2,0.2,0,0,142,11,7,3
664,19,0.0526315789473684,65295.0,44,4,0,1,1,0.0,0,0,136,19,2,0
1134,16,0.0625,77343.0,59,2,1,0,2,0.0,0,0,131,28,1,0
23,3,0.3333333333333333,24072.0,41,2,0,1,2,0.0,0,0,145,79,8,3
18,3,0.3333333333333333,25252.0,38,2,1,0,3,0.0,0,0,142,26,8,3
414,11,0.0909090909090909,40059.0,40,2,1,0,3,0.2,0,0,139,82,8,3
156,8,0.25,56223.0,76,4,1,0,3,0.0,0,0,136,72,4,2
266,11,0.0909090909090909,45006.0,80,3,0,1,1,0.0,0,0,142,90,3,0
1234,17,0.0,82032.0,76,4,0,1,1,0.0,0,0,133,54,1,0
1005,22,0.1818181818181818,63381.0,64,2,1,0,3,0.0,0,0,151,78,2,1
103,6,0.3333333333333333,23331.0,36,1,1,0,3,0.0,0,0,152,92,8,3
641,17,0.1176470588235294,74190.0,49,2,1,0,3,0.0,0,0,132,49,2,0
1009,14,0.1428571428571428,64961.0,66,2,1,0,3,0.0,0,0,148,97,3,1
20,3,0.3333333333333333,31859.0,48,2,0,1,2,0.0,0,0,143,77,7,3
51,4,0.25,45894.0,50,1,1,0,4,0.0,0,0,134,15,5,2
562,16,0.25,53843.0,59,3,1,0,3,0.0,0,0,142,64,7,2
397,12,0.25,46692.0,66,3,1,0,3,0.0,0,0,143,37,6,2
661,19,0.2631578947368421,60631.0,49,4,1,0,4,0.2,0,0,145,88,7,2
257,10,0.4,53359.0,48,2,1,0,4,0.0,0,0,143,4,7,2
418,14,0.2857142857142857,55158.0,54,4,1,0,4,0.0,1,0,153,72,7,2
306,12,0.25,49967.0,66,2,0,1,2,0.0,0,0,142,4,7,3
162,7,0.1428571428571428,22419.0,61,2,1,0,2,0.0,0,0,145,74,8,3
63,5,0.2,55412.0,48,4,0,1,3,0.0,0,0,137,65,5,2
41,4,0.25,44964.0,44,2,1,0,4,0.0,0,0,149,35,8,3
45,5,0.2,30096.0,41,2,1,0,3,0.0,0,0,131,30,6,3
2352,23,0.0434782608695652,90226.0,68,3,1,0,2,0.2,0,0,151,26,2,4
817,22,0.0454545454545454,65704.0,52,1,0,1,1,0.0,0,0,139,18,1,0
794,19,0.1052631578947368,52531.0,53,2,1,0,2,0.0,0,0,148,68,6,1
32,4,0.25,48330.0,63,3,1,0,3,0.0,0,0,138,2,5,2
1263,21,0.0,92556.0,64,1,1,0,2,0.0,0,0,132,32,0,0
185,9,0.1111111111111111,62637.0,70,3,0,1,2,0.0,0,0,134,76,2,0
416,16,0.4375,57107.0,56,2,0,1,2,0.4,1,0,152,44,8,1
81,6,0.5,41120.0,56,2,1,0,4,0.0,0,0,138,80,6,2
51,4,0.25,30822.0,55,2,0,1,2,0.0,0,0,143,92,7,3
38,4,0.5,34984.0,49,1,1,0,4,0.0,0,0,152,40,7,3
1573,21,0.0476190476190476,72217.0,62,3,0,1,1,0.0,0,0,145,93,2,0
122,6,0.1666666666666666,33585.0,58,3,1,0,3,0.0,0,0,139,91,4,2
1363,19,0.0526315789473684,70924.0,59,1,1,0,2,0.2,0,0,133,41,3,0
556,17,0.2352941176470588,64866.0,74,3,0,1,2,0.2,0,0,135,9,5,0
1095,25,0.04,73059.0,77,4,1,0,3,0.0,0,0,140,36,4,0
26,4,0.25,22804.0,53,2,0,1,2,0.0,0,0,141,75,9,3
257,10,0.2,38946.0,69,2,1,0,3,0.0,0,0,138,84,5,2
22,3,0.3333333333333333,19986.0,39,2,1,0,3,0.0,0,0,138,74,7,3
2279,22,0.0454545454545454,76653.0,55,2,1,0,2,0.4,0,0,141,91,2,4
778,26,0.0384615384615384,81361.0,37,2,0,1,1,0.0,0,0,134,18,1,0
30,6,0.3333333333333333,10979.0,35,3,0,1,1,0.0,0,0,131,34,5,3
55,4,0.25,37244.0,69,2,0,1,3,0.2,0,0,144,90,7,2
406,12,0.1666666666666666,42710.0,40,4,0,1,2,0.0,0,0,149,38,6,1
902,20,0.05,82224.0,60,2,1,0,2,0.2,0,0,135,83,3,0
612,18,0.2222222222222222,66653.0,49,2,1,0,4,0.0,0,0,152,18,3,1
165,8,0.25,61278.0,71,2,1,0,3,0.0,0,0,136,87,6,2
401,13,0.1538461538461538,66503.0,39,2,0,1,2,0.0,0,0,153,30,3,1
334,12,0.0833333333333333,70545.0,72,3,1,0,3,0.0,0,0,131,29,2,0
38,4,0.25,31163.0,51,1,0,1,2,0.0,0,0,135,54,6,3
1307,19,0.2105263157894736,62859.0,65,4,0,1,2,0.0,0,0,148,37,6,1
169,8,0.25,33454.0,39,4,1,0,3,0.0,0,0,144,32,8,2
59,2,0.0,157733.0,53,3,1,0,3,0.0,0,0,143,37,1,0
577,17,0.0588235294117647,57091.0,63,2,0,1,1,0.2,1,0,130,0,5,0
906,23,0.0434782608695652,67023.0,46,2,1,0,2,0.0,0,1,134,93,2,0
1188,17,0.0588235294117647,72099.0,50,2,1,0,2,0.0,0,0,150,18,1,1
72,5,0.4,35790.0,47,2,0,1,2,0.0,0,0,148,54,7,3
176,7,0.2857142857142857,27803.0,51,2,1,0,3,0.0,0,0,152,40,8,3
1724,15,0.0,90765.0,54,2,1,0,2,0.4,0,0,135,25,1,4
1348,25,0.04,79530.0,64,2,1,0,2,0.0,0,0,144,64,2,0
937,23,0.0869565217391304,56775.0,45,2,1,0,3,0.0,0,0,148,62,5,1
1112,28,0.0357142857142857,102692.0,50,2,0,1,1,0.8,1,0,145,5,2,4
576,14,0.1428571428571428,51369.0,48,2,1,0,3,0.0,0,0,150,84,8,1
218,10,0.2,40344.0,50,4,1,0,3,0.0,0,0,139,48,7,2
928,13,0.0769230769230769,63206.0,50,3,1,0,2,0.2,0,0,133,65,2,0
1143,15,0.0666666666666666,75154.0,66,3,0,1,2,0.0,1,0,152,79,3,1
726,15,0.0666666666666666,73170.0,49,2,0,1,1,0.0,0,0,131,1,2,0
63,4,0.25,33569.0,41,4,1,0,3,0.2,1,0,139,10,8,2
222,9,0.1111111111111111,51315.0,76,2,1,0,2,0.0,0,0,134,45,2,0
35,4,0.5,35791.0,59,3,0,1,4,0.0,0,0,144,94,8,2
397,14,0.0714285714285714,73395.0,37,3,1,0,2,0.0,0,0,133,94,2,0
283,11,0.0909090909090909,68805.0,65,4,0,1,2,0.0,0,0,140,73,2,0
54,6,0.5,25315.0,47,1,1,0,3,0.0,0,0,138,46,8,3
1690,14,0.1428571428571428,80134.0,52,2,1,0,3,0.6,1,0,144,40,6,4
1064,23,0.0434782608695652,58330.0,49,2,0,1,2,0.0,0,0,136,87,4,0
27,4,0.25,21840.0,41,4,1,0,3,0.0,0,0,141,80,9,3
54,5,0.4,39548.0,61,1,0,1,3,0.0,0,0,133,87,3,3
763,20,0.1,58582.0,42,1,1,0,3,0.2,0,0,139,15,5,0
95,5,0.2,31632.0,53,2,0,1,1,0.0,0,0,142,92,7,3
209,9,0.3333333333333333,46053.0,52,2,1,0,3,0.0,0,0,147,46,5,2
121,7,0.4285714285714285,57236.0,59,4,1,0,4,0.0,0,0,134,22,3,2
54,5,0.6,38998.0,70,2,1,0,4,0.0,0,1,150,92,8,2
11,3,0.3333333333333333,32474.0,57,2,1,0,4,0.0,0,0,132,0,7,2
106,6,0.1666666666666666,37787.0,52,3,1,0,3,0.0,0,0,139,50,8,2
1169,25,0.08,85693.0,45,2,1,0,3,0.0,0,0,145,59,5,1
1146,16,0.0625,65777.0,57,2,1,0,2,0.0,0,0,136,87,1,0
311,11,0.1818181818181818,51948.0,49,2,1,0,3,0.0,0,0,140,51,5,2
1173,18,0.1111111111111111,63211.0,42,2,1,0,2,0.0,1,0,150,3,2,1
25,3,0.3333333333333333,29672.0,59,2,1,0,4,0.0,0,0,146,6,6,2
299,11,0.2727272727272727,39660.0,42,2,0,1,2,0.0,1,0,153,36,9,3
81,4,0.25,22585.0,54,2,0,1,1,0.2,1,0,146,23,9,3
861,21,0.0952380952380952,69627.0,62,2,0,1,2,0.0,0,0,146,35,5,1
319,12,0.3333333333333333,47352.0,73,3,1,0,3,0.0,0,0,145,70,7,2
393,14,0.2142857142857142,43456.0,58,3,0,1,2,0.0,0,0,145,0,5,1
811,21,0.0476190476190476,61284.0,69,4,0,1,1,0.2,0,0,139,76,6,0
129,6,0.1666666666666666,23478.0,59,2,0,1,1,0.0,0,0,146,51,8,3
660,18,0.2222222222222222,56129.0,71,3,1,0,3,0.0,0,0,142,65,4,1
122,7,0.4285714285714285,7500.0,28,1,1,0,2,0.0,1,0,150,24,9,3
106,6,0.5,33762.0,65,4,1,0,5,0.0,0,0,142,61,8,2
1615,24,0.0416666666666666,83790.0,76,3,1,0,2,0.4,0,0,138,81,3,4
29,5,0.2,27938.0,36,2,0,1,2,0.0,0,0,132,31,3,3
795,24,0.0833333333333333,71499.0,53,3,1,0,3,0.0,0,0,142,12,4,1
13,3,0.3333333333333333,40246.0,47,2,0,1,2,0.0,0,0,149,68,6,3
939,26,0.0384615384615384,52203.0,74,1,1,0,2,0.0,0,0,153,36,6,1
14,3,0.3333333333333333,11448.0,49,1,0,1,1,0.0,0,0,137,16,6,3
834,22,0.0454545454545454,69661.0,44,3,1,0,2,0.0,0,0,132,80,3,0
127,7,0.1428571428571428,49605.0,58,3,1,0,2,0.0,0,0,130,65,3,0
350,12,0.1666666666666666,42607.0,70,1,0,1,2,0.0,0,0,137,30,3,0
495,16,0.125,65968.0,54,4,1,0,3,0.0,0,0,132,12,3,0
312,9,0.3333333333333333,41883.0,36,2,1,0,3,0.0,0,0,146,13,7,3
372,13,0.3076923076923077,50388.0,67,2,0,1,2,0.4,1,0,131,3,7,2
1250,16,0.8125,60839.0,45,1,1,0,4,0.0,0,0,152,72,8,2
1401,20,0.05,72159.0,46,4,1,0,2,0.0,0,0,150,62,2,1
64,6,0.3333333333333333,15315.0,54,1,1,0,2,0.0,0,0,141,27,5,3
85,5,0.2,18929.0,34,2,1,0,2,0.0,0,0,147,15,6,3
724,17,0.2941176470588235,56337.0,43,1,1,0,4,0.4,1,0,145,25,8,2
45,5,0.4,38853.0,54,4,1,0,4,0.0,0,0,131,90,7,2
275,11,0.3636363636363636,44159.0,54,3,1,0,3,0.0,0,0,130,85,5,2
1258,16,0.0625,70515.0,31,2,0,1,1,0.0,1,0,138,12,2,0
1495,18,0.0555555555555555,80124.0,61,2,1,0,2,0.2,0,0,130,47,1,0
68,5,0.4,21355.0,39,2,1,0,3,0.2,1,0,140,5,6,3
156,7,0.2857142857142857,39922.0,41,2,1,0,3,0.0,0,0,147,30,8,3
529,15,0.1333333333333333,32727.0,59,4,1,0,2,0.0,0,0,152,38,8,1
910,22,0.1818181818181818,52413.0,55,2,1,0,4,0.0,0,0,147,56,6,1
908,21,0.0476190476190476,63841.0,56,3,0,1,2,0.0,0,0,144,64,6,1
1957,19,0.0526315789473684,87771.0,65,2,1,0,3,0.8,1,0,143,61,6,4
1226,18,0.2777777777777778,62220.0,52,4,1,0,3,0.0,1,0,153,55,6,1
1198,17,0.0588235294117647,84219.0,36,2,1,0,2,0.0,0,0,135,27,1,0
608,17,0.1764705882352941,57288.0,61,3,1,0,3,0.2,0,0,130,27,6,0
1001,24,0.125,56796.0,55,2,1,0,3,0.0,0,0,147,24,7,1
16,3,0.3333333333333333,26304.0,55,2,1,0,3,0.0,0,0,142,5,7,3
382,14,0.0714285714285714,59973.0,52,4,1,0,2,0.0,0,0,140,47,1,0
497,12,0.5,35196.0,40,2,1,0,3,0.0,0,0,150,68,8,3
1334,18,0.0555555555555555,78499.0,67,2,0,1,1,0.2,1,0,137,12,4,4
1536,12,0.0833333333333333,69969.0,59,4,1,0,2,0.4,1,0,140,64,3,4
1829,27,0.1111111111111111,67536.0,54,4,1,0,3,0.2,0,0,143,45,8,1
30,4,0.25,26887.0,65,1,1,0,3,0.0,0,0,147,27,6,3
1244,16,0.0625,70038.0,42,4,1,0,2,0.0,0,0,138,54,2,0
441,13,0.3076923076923077,41638.0,60,2,0,1,2,0.2,0,0,147,68,8,3
1272,17,0.1176470588235294,70792.0,73,2,0,1,1,0.0,0,0,147,82,3,1
29,4,0.5,36283.0,48,2,1,0,4,0.0,0,0,133,42,4,2
69,6,0.6666666666666666,19514.0,56,2,1,0,4,0.2,0,0,135,47,8,2
41,4,0.25,48006.0,59,2,1,0,4,0.0,0,0,131,55,6,2
1531,21,0.1904761904761904,65176.0,55,3,1,0,3,0.0,0,0,150,57,6,1
1338,17,0.1764705882352941,72071.0,70,2,0,1,2,0.0,0,0,147,4,2,1
576,14,0.1428571428571428,51369.0,48,2,1,0,3,0.0,0,0,150,84,8,1
1313,19,0.0526315789473684,85696.0,62,4,0,1,1,0.0,1,0,144,88,1,0
78,6,0.5,28164.0,54,2,1,0,3,0.0,0,0,144,23,7,3
90,6,0.3333333333333333,54348.0,71,3,1,0,4,0.0,0,0,131,51,6,2
749,19,0.2631578947368421,62694.0,59,3,1,0,4,0.0,0,0,143,29,7,2
270,9,0.3333333333333333,42315.0,66,3,1,0,3,0.0,0,0,142,90,3,2
25,3,0.3333333333333333,37717.0,46,4,1,0,3,0.0,0,0,149,31,9,2
1101,16,0.1875,63342.0,63,4,1,0,3,0.2,1,0,151,48,6,1
444,15,0.4666666666666667,64014.0,78,4,1,0,5,0.2,0,0,131,56,7,2
1097,19,0.0526315789473684,87195.0,65,2,1,0,2,0.0,1,0,132,35,1,0
46,4,0.5,19107.0,44,2,1,0,3,0.0,0,0,140,49,7,3
913,23,0.217391304347826,67353.0,54,4,1,0,3,0.0,0,0,136,37,2,0
461,14,0.1428571428571428,59481.0,49,2,1,0,3,0.0,0,0,138,47,2,0
92,6,0.5,46423.0,52,3,0,1,3,0.0,0,0,139,6,7,2
1288,19,0.0526315789473684,66582.0,55,4,0,1,1,0.0,0,0,134,83,1,0
1677,25,0.04,72025.0,75,2,1,0,2,0.6,1,0,132,46,2,4
40,4,0.25,48699.0,74,4,1,0,4,0.0,0,0,143,90,5,2
1633,23,0.0434782608695652,80739.0,66,3,1,0,2,0.0,0,0,143,92,1,0
1617,22,0.1363636363636363,58138.0,67,2,0,1,1,0.0,1,0,152,58,7,1
20,4,0.25,36802.0,44,4,0,1,2,0.0,0,0,130,23,5,3
125,7,0.2857142857142857,31605.0,45,4,1,0,3,0.0,0,0,149,15,7,2
24,3,0.3333333333333333,16581.0,39,0,0,1,1,0.0,0,0,148,51,4,3
65,5,0.6,23162.0,54,1,1,0,4,0.0,0,0,136,82,6,2
194,9,0.1111111111111111,54178.0,57,2,1,0,3,0.0,0,0,135,79,2,0
167,7,0.1428571428571428,30983.0,61,2,0,1,1,0.0,1,0,150,50,8,3
126,7,0.1428571428571428,61923.0,63,3,1,0,4,0.0,0,0,141,94,3,2
1033,23,0.0434782608695652,66835.0,78,3,1,0,2,0.0,0,0,139,21,2,0
1650,22,0.0454545454545454,83528.0,32,2,0,1,1,0.4,1,0,132,7,1,4
377,13,0.3076923076923077,40780.0,48,2,0,1,2,0.0,0,0,152,30,9,3
1264,18,0.1111111111111111,78128.0,50,4,1,0,3,0.4,0,0,134,89,3,4
1086,16,0.1875,71969.0,53,4,1,0,3,0.2,0,0,151,59,8,1
68,5,0.4,45759.0,60,4,1,0,4,0.0,0,0,146,13,7,2
255,9,0.5555555555555556,34074.0,72,2,1,0,4,0.2,0,0,142,69,6,2
45,5,0.2,30096.0,41,2,1,0,3,0.0,0,0,131,30,6,3
1040,22,0.0454545454545454,75276.0,59,2,1,0,2,0.0,0,0,151,2,5,1
156,7,0.2857142857142857,39922.0,41,2,1,0,3,0.0,0,0,147,30,8,3
227,10,0.1,69139.0,59,2,1,0,3,0.0,0,0,135,23,4,0
551,16,0.3125,43974.0,44,4,1,0,3,0.0,0,0,149,19,7,2
637,18,0.1111111111111111,43185.0,73,2,0,1,2,0.0,0,0,145,88,8,1
1750,13,0.3846153846153846,64140.0,60,4,0,1,3,0.6,1,0,139,71,5,4
2009,18,0.0555555555555555,81205.0,54,2,1,0,2,0.6,1,0,136,43,2,4
49,4,0.5,35860.0,51,4,0,1,3,0.2,0,0,131,37,5,2
653,17,0.0588235294117647,69096.0,66,2,1,0,3,0.0,0,0,139,4,4,0
1678,22,0.2727272727272727,72828.0,62,3,1,0,3,0.0,0,0,147,17,7,1
995,14,0.1428571428571428,62450.0,65,2,0,1,2,0.2,0,0,136,61,3,0
54,7,0.4285714285714285,19444.0,42,2,1,0,3,0.0,1,0,134,8,7,3
38,4,0.5,37633.0,67,4,1,0,4,0.0,0,0,152,49,9,2
