ID,Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase_Num,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Total_Household_Size,Total_Children,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Campaign_Response_Rate,Response,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,Cluster
10832,467,288,10,30,4,10,125,13,6,1,6,0.0769230769230769,46610.0,66,2,1,0,2,0,0,0,0,0,0,0.0,0,0,142,4,6,1
6421,2116,1050,178,555,77,138,118,20,4,7,9,0.05,88347.0,63,2,1,0,2,0,1,0,0,0,0,0.2,0,0,142,32,1,4
4207,1298,1001,44,107,58,44,44,24,6,7,11,0.0416666666666666,87171.0,43,4,1,0,2,0,0,0,1,0,1,0.4,0,0,144,27,2,4
577,22,9,1,7,0,3,2,4,1,0,3,0.5,26907.0,48,1,1,0,4,2,0,0,0,0,0,0.0,0,0,140,10,7,3
10855,396,234,14,77,19,10,42,13,4,1,8,0.1538461538461538,50014.0,56,3,0,1,2,1,0,0,0,0,0,0.0,0,0,135,9,5,0
3081,20,7,2,6,2,0,3,3,1,0,2,0.3333333333333333,41014.0,46,4,1,0,3,1,0,0,0,0,0,0.0,0,0,144,65,7,2
3535,967,251,108,334,65,92,117,12,4,3,5,0.0833333333333333,66294.0,59,2,0,1,1,0,0,0,0,0,0,0.0,0,0,133,68,2,0
247,357,172,10,125,21,13,16,13,7,2,4,0.4615384615384615,36715.0,53,2,1,0,3,1,0,0,0,0,0,0.0,1,0,150,16,9,3
8707,1401,565,42,548,64,83,99,15,5,6,4,0.0666666666666666,79456.0,68,2,1,0,2,0,0,0,0,0,0,0.0,1,0,153,12,3,1
9523,15,5,0,8,2,0,0,3,0,0,3,0.3333333333333333,40479.0,42,2,1,0,3,1,0,0,0,0,0,0.0,0,0,141,95,4,3
6072,2087,918,57,842,99,38,133,19,5,8,6,0.0526315789473684,75345.0,54,3,0,1,1,0,1,0,0,0,0,0.2,1,0,147,16,3,4
6295,981,652,8,158,21,0,142,22,11,6,5,0.1818181818181818,54233.0,47,2,1,0,3,1,0,0,0,0,0,0.0,0,0,147,46,8,1
10914,17,4,1,7,2,1,2,4,1,0,3,0.5,24163.0,54,2,0,1,3,2,0,0,0,0,0,0.0,0,0,139,3,4,3
1509,523,152,27,103,106,54,81,22,9,9,4,0.0,84460.0,66,4,1,0,2,0,1,1,0,1,1,0.8,1,0,148,80,5,4
5577,23,8,0,9,2,1,3,3,1,0,2,0.3333333333333333,43776.0,41,2,1,0,3,1,0,0,0,0,0,0.0,0,0,132,77,6,3
7348,1192,336,130,411,240,32,43,16,4,7,5,0.0625,71691.0,66,4,0,1,1,0,0,0,0,0,0,0.0,1,0,133,0,2,0
1127,1958,938,19,843,25,95,38,19,6,6,7,0.0526315789473684,85844.0,51,4,1,0,2,0,0,0,0,0,1,0.2,0,0,131,62,2,4
1833,133,68,8,18,19,8,12,7,2,1,4,0.2857142857142857,39190.0,50,4,0,1,2,1,0,0,0,0,0,0.0,0,0,132,91,5,2
4944,777,227,23,389,42,21,75,16,4,5,7,0.0625,71367.0,65,2,1,0,2,0,0,0,0,0,0,0.0,0,0,140,24,2,0
9080,73,38,4,22,3,3,3,6,3,0,3,0.5,38578.0,52,4,0,1,3,2,0,0,0,0,0,0.0,0,0,142,2,8,2
6466,121,105,0,9,2,1,4,7,2,1,4,0.4285714285714285,57236.0,59,4,1,0,4,2,0,0,0,0,0,0.0,0,0,134,22,3,2
9964,424,162,50,100,55,30,27,14,4,2,8,0.0714285714285714,61825.0,45,2,0,1,2,1,0,0,0,0,0,0.0,0,0,141,56,4,0
4790,868,574,8,216,21,16,33,12,4,3,5,0.0833333333333333,79803.0,66,2,0,1,2,1,0,0,0,0,0,0.0,0,0,131,54,1,0
10245,756,160,80,369,67,39,41,14,3,3,8,0.0714285714285714,80910.0,38,1,0,1,1,0,0,0,0,0,0,0.0,0,0,150,71,1,0
1109,12,6,0,5,0,0,1,3,1,0,2,0.3333333333333333,27590.0,42,3,1,0,3,1,0,0,0,0,0,0.0,0,0,144,38,7,3
6001,937,614,35,160,58,35,35,23,5,8,10,0.0869565217391304,56775.0,45,2,1,0,3,1,0,0,0,0,0,0.0,0,0,148,62,5,1
5538,1862,897,161,430,186,161,27,17,4,7,6,0.0,83829.0,49,2,0,1,1,0,1,0,1,0,1,0.6,1,0,139,78,1,4
10552,367,70,54,109,80,9,45,12,4,1,7,0.1666666666666666,54210.0,45,1,1,0,3,1,0,0,0,0,0,0.0,0,0,144,18,5,3
1545,443,120,19,206,25,19,54,14,7,2,5,0.4285714285714285,38508.0,38,2,1,0,3,1,0,0,0,0,0,0.0,0,0,141,95,8,3
7409,267,211,2,30,7,7,10,11,4,1,6,0.1818181818181818,53187.0,54,2,1,0,3,1,0,0,0,0,0,0.0,0,0,138,66,5,2
4444,61,11,0,16,7,6,21,5,2,0,3,0.2,30023.0,52,2,1,0,3,1,0,0,0,0,0,0.0,0,0,133,28,8,3
146,1323,760,53,400,17,93,0,20,4,5,11,0.05,76045.0,64,4,0,1,1,0,1,0,0,0,0,0.2,0,0,138,78,2,0
6271,63,53,0,8,0,0,2,5,2,0,3,0.2,50870.0,72,4,1,0,3,1,0,0,0,0,0,0.0,0,0,130,13,5,2
10065,64,7,4,13,15,8,17,6,2,0,4,0.3333333333333333,15315.0,54,1,1,0,2,0,0,0,0,0,0,0.0,0,0,141,27,5,3
4741,562,391,32,70,21,32,16,17,6,2,9,0.1176470588235294,65463.0,50,1,1,0,3,1,0,0,0,1,0,0.2,0,0,135,17,5,0
246,312,199,9,57,20,21,6,12,4,1,7,0.5833333333333334,66480.0,59,2,1,0,4,2,0,0,0,0,0,0.0,0,0,131,71,4,2
375,1156,516,56,449,86,33,16,15,2,2,11,0.0666666666666666,76773.0,70,2,0,1,1,0,0,0,0,0,0,0.0,0,0,146,79,1,0
1524,1104,709,45,115,30,160,45,15,8,2,5,0.0666666666666666,81698.0,41,1,0,1,1,0,1,0,0,0,0,0.2,1,0,146,1,5,4
10022,16,12,0,4,0,0,0,3,1,0,2,0.3333333333333333,54466.0,51,4,0,1,3,2,0,0,0,0,0,0.0,0,0,135,78,5,2
7451,2008,1000,19,711,125,115,38,19,4,6,9,0.0,98777.0,64,3,0,1,1,0,0,0,0,1,0,0.2,0,0,134,23,1,4
11010,44,19,3,18,3,1,0,6,3,0,3,0.5,16269.0,40,4,0,1,2,1,0,0,0,0,0,0.0,0,0,140,75,8,3
4356,1574,1224,28,140,0,14,168,11,3,3,5,0.2727272727272727,71819.0,53,2,1,0,3,1,0,0,0,1,1,0.4,0,0,140,70,6,4
3885,63,16,2,18,3,0,24,4,1,1,2,0.25,33569.0,41,4,1,0,3,1,0,0,1,0,0,0.2,1,0,139,10,8,2
1175,426,88,39,54,64,28,153,11,3,5,3,0.0909090909090909,36262.0,41,3,1,0,2,0,0,0,1,0,0,0.2,1,0,139,24,6,3
880,96,2,23,11,8,6,46,5,2,1,2,0.2,22634.0,58,0,1,0,2,0,0,0,0,0,0,0.0,0,0,148,47,8,3
2320,635,508,11,59,23,5,29,18,11,1,6,0.2777777777777778,47025.0,46,1,1,0,3,1,0,0,0,0,0,0.0,0,0,140,98,9,3
850,757,381,28,215,84,28,21,20,6,5,9,0.1,70566.0,56,2,0,1,2,1,0,0,0,0,0,0.0,0,0,139,4,3,0
4713,125,74,0,42,2,1,6,7,2,1,4,0.2857142857142857,31605.0,45,4,1,0,3,1,0,0,0,0,0,0.0,0,0,149,15,7,2
675,332,146,0,93,7,13,73,11,4,2,5,0.4545454545454545,52034.0,51,3,0,1,3,2,0,0,0,0,0,0.0,0,0,144,67,7,2
5025,135,23,17,23,43,20,9,7,2,1,4,0.1428571428571428,48526.0,45,2,0,1,2,1,0,0,0,0,0,0.0,0,0,136,32,3,3
2308,330,110,5,137,26,23,29,12,6,1,5,0.1666666666666666,46734.0,70,2,1,0,3,1,0,0,0,0,0,0.0,0,0,150,40,7,2
5995,384,165,3,147,4,24,41,13,6,2,5,0.5384615384615384,39552.0,62,2,0,1,3,2,0,0,0,0,0,0.0,1,0,149,54,8,2
6749,1722,957,47,494,82,47,95,14,5,3,6,0.2857142857142857,86358.0,58,2,0,1,3,2,0,0,0,0,0,0.0,0,0,153,78,8,1
1010,78,41,0,17,3,1,16,5,1,1,3,0.4,46931.0,47,2,1,0,5,3,0,0,0,0,0,0.0,0,0,132,94,3,2
8977,24,1,3,4,2,3,11,3,0,0,3,0.3333333333333333,16581.0,39,0,0,1,1,0,0,0,0,0,0,0.0,0,0,148,51,4,3
4756,1168,176,29,818,0,33,112,24,7,6,11,0.0416666666666666,63998.0,72,1,0,1,1,0,0,0,0,0,0,0.0,1,0,136,42,4,0
3412,957,815,8,53,11,0,70,13,2,2,9,0.3076923076923077,67381.0,73,3,1,0,3,1,0,0,0,1,0,0.2,0,0,148,67,7,1
606,15,6,1,2,2,0,4,3,1,0,2,0.3333333333333333,25930.0,57,2,0,1,3,2,0,0,0,0,0,0.0,0,0,139,87,7,3
5961,57,8,4,20,6,3,16,4,1,0,3,0.25,42693.0,46,2,1,0,3,1,0,0,0,0,0,0.0,0,0,131,29,5,3
2975,1956,717,42,864,219,30,84,22,6,7,9,0.0909090909090909,85606.0,48,2,1,0,3,1,1,0,0,0,0,0.2,0,0,150,89,3,4
2894,2013,1067,138,750,0,19,39,20,7,5,8,0.05,72903.0,39,2,0,1,1,0,1,0,0,1,1,0.6,1,0,138,74,4,4
7613,326,166,5,107,11,8,29,12,5,1,6,0.1666666666666666,49669.0,50,1,1,0,3,1,0,0,0,0,0,0.0,0,0,131,97,6,3
10542,77,29,4,34,2,4,4,6,3,0,3,0.5,36778.0,56,4,1,0,4,2,0,0,0,0,0,0.0,0,0,153,63,9,2
8015,1313,714,76,395,116,0,12,19,4,6,9,0.0526315789473684,85696.0,62,4,0,1,1,0,0,0,0,0,0,0.0,1,0,144,88,1,0
10617,30,8,4,10,2,2,4,6,3,0,3,0.3333333333333333,10979.0,35,3,0,1,1,0,0,0,0,0,0,0.0,0,0,131,34,5,3
11166,315,229,5,56,3,2,20,12,6,2,4,0.1666666666666666,49678.0,63,2,1,0,3,1,0,0,0,0,0,0.0,0,0,147,81,7,2
849,660,320,48,133,39,72,48,18,6,2,10,0.2222222222222222,56129.0,71,3,1,0,3,1,0,0,0,0,0,0.0,0,0,142,65,4,1
523,74,23,0,26,7,15,3,6,2,0,4,0.1666666666666666,37155.0,35,2,1,0,3,1,0,0,0,0,0,0.0,0,0,147,51,5,3
4066,46,1,5,8,4,8,20,5,2,1,2,0.4,21282.0,46,1,0,1,2,1,0,0,0,0,0,0.0,0,0,132,76,6,3
8414,86,56,0,12,0,0,18,6,2,0,4,0.3333333333333333,33419.0,62,4,0,1,2,1,0,0,0,0,0,0.0,0,0,141,76,7,2
819,1103,508,124,249,50,38,134,24,6,5,13,0.0416666666666666,63285.0,79,2,0,1,1,0,0,0,0,0,0,0.0,0,0,138,84,3,0
4961,61,29,0,25,2,2,3,7,2,1,4,0.5714285714285714,21255.0,50,3,1,0,3,1,0,0,0,0,0,0.0,0,0,135,56,4,2
749,145,46,7,59,2,4,27,7,3,1,3,0.2857142857142857,42162.0,43,2,1,0,3,1,0,0,1,0,0,0.2,1,0,137,31,6,3
5430,684,454,0,171,8,19,32,19,9,2,8,0.631578947368421,54450.0,68,2,1,0,4,2,0,0,0,0,0,0.0,0,0,152,0,8,2
7755,411,350,3,39,0,0,19,14,9,1,4,0.1428571428571428,57744.0,70,4,1,0,3,1,0,0,0,0,0,0.0,0,0,138,91,8,2
10525,27,10,0,8,0,0,9,3,1,0,2,0.3333333333333333,26576.0,38,2,0,1,2,1,0,0,1,0,0,0.2,1,0,151,40,9,3
1453,1060,735,40,183,52,20,30,25,9,3,13,0.08,57513.0,81,4,0,1,1,0,0,0,0,0,0,0.0,0,0,142,59,6,1
8310,1459,897,126,196,91,112,37,21,10,4,7,0.1428571428571428,68142.0,60,2,1,0,3,1,0,0,0,0,0,0.0,0,0,152,96,6,1
10710,18,5,2,3,3,0,5,3,1,0,2,0.3333333333333333,7500.0,45,2,1,0,3,1,0,0,0,0,0,0.0,0,0,152,61,8,3
5031,1833,777,35,731,39,137,114,25,5,9,11,0.04,83145.0,50,2,1,0,2,0,0,0,0,0,1,0.2,1,0,152,14,2,4
2613,237,162,6,37,6,13,13,10,1,3,6,0.2,54197.0,64,3,1,0,3,1,0,0,0,0,0,0.0,0,0,133,16,1,0
213,48,35,0,11,0,0,2,6,2,1,3,0.6666666666666666,23091.0,61,4,0,1,3,2,0,0,0,0,0,0.0,0,0,131,98,7,2
967,515,342,9,112,19,14,19,16,5,2,9,0.625,46049.0,48,2,1,0,4,2,0,0,0,0,0,0.0,1,0,141,11,7,2
1077,1020,258,105,239,237,172,9,14,7,3,4,0.0714285714285714,56715.0,50,2,1,0,2,0,0,0,0,0,0,0.0,0,0,149,52,4,1
7959,1370,658,80,483,123,13,13,10,3,2,5,0.1,79410.0,63,2,1,0,2,0,0,0,0,0,0,0.0,0,0,131,19,1,0
640,1026,356,80,329,138,17,106,23,7,6,10,0.0869565217391304,57304.0,73,2,1,0,3,1,0,0,0,0,0,0.0,0,0,146,61,5,1
4252,301,213,5,28,7,7,41,11,4,1,6,0.0909090909090909,44375.0,59,2,1,0,3,1,0,0,0,0,0,0.0,0,0,133,73,5,0
8432,684,454,0,171,8,19,32,19,9,2,8,0.631578947368421,54450.0,68,2,1,0,4,2,0,0,0,0,0,0.0,0,0,152,0,8,2
6218,499,457,4,29,0,0,9,16,8,1,7,0.0625,59594.0,59,2,1,0,3,1,0,0,0,1,0,0.2,0,0,151,74,7,1
6905,1004,241,45,604,34,26,54,20,6,4,10,0.05,80685.0,30,2,1,0,2,0,0,0,0,0,0,0.0,0,0,153,55,2,1
5922,218,210,0,6,0,0,2,10,4,1,5,0.2,40344.0,50,4,1,0,3,1,0,0,0,0,0,0.0,0,0,139,48,7,2
3598,606,441,35,83,7,29,11,18,4,2,12,0.2222222222222222,62710.0,52,2,1,0,3,1,0,0,0,0,0,0.0,0,0,143,53,4,1
6116,75,19,13,18,10,7,8,5,1,1,3,0.2,48985.0,56,1,1,0,3,1,0,0,0,0,0,0.0,0,0,142,13,3,3
6263,106,28,9,37,12,7,13,6,2,0,4,0.5,35322.0,56,2,1,0,5,3,0,0,0,0,0,0.0,0,0,153,34,8,2
10486,990,476,75,162,29,151,97,16,4,4,8,0.0625,77142.0,76,2,1,0,2,0,0,0,0,0,0,0.0,0,0,143,54,2,0
2410,1097,364,40,425,158,60,50,15,3,4,8,0.0666666666666666,81657.0,55,2,0,1,1,0,0,0,0,0,0,0.0,0,0,135,69,1,0
193,16,0,0,2,3,3,8,3,1,0,2,0.3333333333333333,14421.0,28,0,1,0,2,0,0,0,1,0,0,0.2,0,0,134,81,5,3
3363,34,0,6,3,7,6,12,4,1,0,3,0.25,20130.0,50,1,1,0,2,0,0,0,0,0,0,0.0,0,0,133,99,8,3
8278,1711,863,83,547,86,99,33,15,8,2,5,0.0666666666666666,74214.0,34,4,1,0,2,0,0,0,0,0,0,0.0,0,0,152,3,5,1
10660,438,349,7,35,0,0,47,14,8,2,4,0.2142857142857142,66726.0,67,3,1,0,4,2,0,0,0,1,0,0.2,0,0,136,61,7,2
8686,75,5,23,15,0,18,14,5,2,0,3,0.4,23724.0,45,0,1,0,3,1,0,0,0,0,0,0.0,0,0,148,65,8,3
1604,225,184,2,19,8,8,4,10,2,2,6,0.3,47353.0,64,3,1,0,3,1,0,0,0,0,0,0.0,0,0,138,93,5,2
5907,18,8,0,8,0,0,2,3,1,0,2,0.3333333333333333,33444.0,72,3,1,0,4,2,0,0,0,0,0,0.0,0,0,150,24,8,2
10669,470,277,21,64,62,21,25,15,3,2,10,0.1333333333333333,54386.0,43,2,1,0,3,1,0,0,0,0,0,0.0,0,0,144,8,3,1
2918,91,44,5,19,0,4,19,6,2,0,4,0.5,28510.0,43,2,0,1,3,2,0,0,0,0,0,0.0,0,0,145,72,5,3
5735,2525,1156,120,915,94,144,96,17,3,4,10,0.0588235294117647,90638.0,33,3,0,1,1,0,0,0,0,0,1,0.2,0,0,135,29,1,4
359,504,373,14,83,6,9,19,16,8,2,6,0.1875,48070.0,74,2,1,0,3,1,0,0,0,0,0,0.0,0,1,148,33,7,1
8387,235,134,8,76,6,0,11,10,4,1,5,0.1,43140.0,67,2,1,0,3,1,0,0,0,0,0,0.0,0,0,148,68,6,2
1829,1232,1148,0,60,0,0,24,18,9,5,4,0.1666666666666666,54959.0,63,4,0,1,2,1,0,0,0,1,0,0.2,1,0,148,55,7,1
3839,88,6,12,3,21,6,40,7,2,2,3,0.7142857142857143,15056.0,66,0,0,1,3,2,0,0,0,0,0,0.0,0,0,144,76,5,3
9392,17,4,1,11,0,0,1,3,1,0,2,0.3333333333333333,26954.0,53,2,0,1,2,1,0,0,0,0,0,0.0,0,0,132,17,7,3
2292,24,5,4,8,2,0,5,4,1,0,3,0.25,22327.0,39,2,0,1,2,1,0,0,0,0,0,0.0,0,0,141,94,5,3
10466,60,24,2,20,2,2,10,5,1,0,4,0.4,44393.0,59,2,1,0,4,2,0,0,0,0,0,0.0,0,0,140,86,4,2
9855,1020,899,0,101,0,0,20,25,6,6,13,0.04,62000.0,72,4,0,1,2,1,1,0,0,0,0,0.2,0,0,140,25,4,0
4088,155,108,1,28,13,1,4,8,3,1,4,0.25,31497.0,62,4,1,0,3,1,0,0,0,0,0,0.0,0,0,149,22,8,2
5231,51,27,2,7,0,2,13,4,1,0,3,0.25,45894.0,50,1,1,0,4,2,0,0,0,0,0,0.0,0,0,134,15,5,2
590,1812,816,66,549,216,66,99,15,5,6,4,0.0666666666666666,78579.0,54,3,0,1,1,0,0,0,0,0,0,0.0,1,0,148,35,3,1
8732,1461,1298,0,70,37,14,42,21,7,4,10,0.1904761904761904,67369.0,55,3,0,1,2,1,0,0,0,1,1,0.4,1,0,150,81,4,4
2315,96,10,0,11,17,29,29,5,1,2,2,0.2,58401.0,64,2,0,1,2,1,0,0,0,0,0,0.0,0,0,132,55,4,0
3515,160,87,13,34,10,6,10,8,4,0,4,0.125,62307.0,72,2,0,1,2,1,0,0,0,0,0,0.0,0,0,134,94,5,0
2245,139,57,2,51,4,2,23,7,2,1,4,0.4285714285714285,43641.0,55,3,1,0,4,2,0,0,0,0,0,0.0,0,0,144,50,6,2
6283,908,635,15,100,20,7,131,21,9,3,9,0.0476190476190476,63841.0,56,3,0,1,2,1,0,0,0,0,0,0.0,0,0,144,64,6,1
2246,183,43,12,23,29,15,61,7,2,1,4,0.1428571428571428,46891.0,59,1,1,0,3,1,0,0,0,0,0,0.0,0,0,140,91,4,3
6606,1161,964,34,137,15,0,11,17,5,2,10,0.1176470588235294,70091.0,55,3,1,0,3,1,0,0,0,1,0,0.2,0,0,145,11,8,1
5545,988,572,8,259,34,35,80,13,3,5,5,0.0769230769230769,78075.0,52,4,1,0,2,0,0,0,0,0,0,0.0,0,0,133,72,1,0
7342,1072,341,142,113,259,151,66,24,6,6,12,0.125,59184.0,63,1,0,1,2,1,0,0,0,0,0,0.0,0,0,152,6,5,1
837,174,63,6,57,13,13,22,8,2,1,5,0.5,54809.0,47,2,1,0,4,2,0,0,0,0,0,0.0,0,0,140,0,4,2
9500,758,221,104,169,102,78,84,19,9,2,8,0.1578947368421052,58113.0,65,2,1,0,3,1,0,0,0,0,0,0.0,0,1,147,66,7,1
3602,195,140,3,29,4,5,14,9,3,2,4,0.2222222222222222,51412.0,66,3,1,0,3,1,0,0,0,0,0,0.0,0,0,136,42,4,2
234,31,1,2,8,4,3,13,4,1,1,2,0.5,15287.0,45,2,0,1,2,1,0,0,1,0,0,0.2,1,0,151,60,7,3
2995,1084,291,10,689,84,10,0,16,3,4,9,0.0625,66636.0,67,3,1,0,2,0,0,0,0,0,0,0.0,0,0,141,64,1,0
1118,685,544,13,85,8,6,29,19,10,4,5,0.1578947368421052,50965.0,68,3,1,0,3,1,0,0,1,0,0,0.2,0,0,146,87,8,1
7789,1672,684,100,801,21,66,0,25,6,9,10,0.04,84618.0,59,4,1,0,2,0,0,0,0,0,1,0.2,0,0,137,96,2,4
3068,43,1,12,9,0,14,7,5,2,0,3,0.2,18351.0,34,2,1,0,2,0,0,0,0,0,0,0.0,0,0,138,1,7,3
8955,49,35,0,4,0,0,10,4,1,1,2,0.25,40451.0,67,4,1,0,4,2,0,0,1,0,0,0.2,0,0,134,54,5,2
945,133,87,3,25,3,2,13,7,3,0,4,0.2857142857142857,36317.0,59,2,1,0,3,1,0,0,0,0,0,0.0,0,0,143,53,7,2
5644,363,309,3,24,4,3,20,13,5,1,7,0.1538461538461538,42213.0,67,2,1,0,3,1,0,0,0,1,0,0.2,0,0,139,96,7,2
7192,545,172,73,93,95,78,34,16,2,4,10,0.125,65748.0,69,2,1,0,3,1,0,0,0,0,0,0.0,0,1,145,58,1,0
2324,1065,625,38,242,50,34,76,29,7,11,11,0.0689655172413793,77044.0,52,2,1,0,3,1,0,0,1,0,0,0.2,0,0,138,12,4,0
697,2047,972,59,913,25,19,59,20,5,9,6,0.05,74918.0,55,2,1,0,2,0,0,0,0,0,1,0.2,0,0,146,78,3,4
3439,296,157,6,39,6,13,75,10,4,1,5,0.5,56721.0,52,2,1,0,4,2,0,0,0,0,0,0.0,0,0,150,64,6,2
1506,140,48,9,45,3,15,20,7,2,1,4,0.5714285714285714,42160.0,49,2,0,1,3,2,0,0,0,0,0,0.0,1,0,142,26,6,3
232,530,279,83,88,32,14,34,16,4,2,10,0.0625,61559.0,59,2,0,1,2,1,0,0,0,0,0,0.0,0,0,142,8,3,0
8876,152,132,0,16,0,0,4,8,3,1,4,0.625,33629.0,61,4,1,0,4,2,0,0,0,0,0,0.0,0,0,153,49,9,2
4500,1598,919,0,505,99,30,45,23,4,9,10,0.0434782608695652,68682.0,33,4,1,0,2,0,0,0,0,0,0,0.0,0,0,139,56,2,0
9739,114,62,0,22,3,1,26,6,2,2,2,0.3333333333333333,34377.0,61,2,0,1,2,1,0,0,0,0,0,0.0,0,0,148,55,7,3
10395,101,1,45,3,4,6,42,7,3,1,3,0.4285714285714285,8940.0,38,0,0,1,2,1,0,0,0,0,0,0.0,0,0,153,25,8,3
1176,25,2,6,4,3,1,9,3,1,0,2,0.3333333333333333,26228.0,51,2,1,0,3,1,0,0,0,0,0,0.0,0,0,139,50,8,3
1627,789,408,61,109,48,122,41,21,5,7,9,0.0476190476190476,77297.0,67,1,0,1,1,0,1,0,0,0,0,0.2,0,0,147,84,4,1
938,87,51,1,7,2,1,25,5,2,1,2,0.4,40211.0,43,2,1,0,4,2,0,0,1,0,0,0.2,0,0,141,30,8,2
2740,90,62,1,16,3,2,6,7,2,1,4,0.5714285714285714,33438.0,66,4,0,1,3,2,0,0,0,0,0,0.0,0,0,139,81,5,2
257,1215,952,12,180,47,12,12,18,5,4,9,0.1111111111111111,75032.0,65,4,1,0,3,1,0,0,0,0,0,0.0,0,0,144,74,3,1
4058,811,618,15,106,20,7,45,21,11,2,8,0.0476190476190476,61284.0,69,4,0,1,1,0,0,0,0,1,0,0.2,0,0,139,76,6,0
7736,61,11,7,12,2,2,27,5,2,1,2,0.4,22518.0,38,2,1,0,3,1,0,0,1,0,0,0.2,1,0,151,36,5,3
8210,405,318,3,17,4,7,56,13,4,1,8,0.3846153846153846,54730.0,49,3,1,0,3,1,0,0,0,0,0,0.0,0,0,141,64,4,2
833,72,56,0,14,0,0,2,6,3,0,3,0.5,38452.0,69,3,1,0,4,2,0,0,0,0,0,0.0,0,0,133,62,7,2
6230,189,110,5,59,7,1,7,9,5,0,4,0.5555555555555556,44421.0,53,2,0,1,3,2,0,0,0,0,0,0.0,0,0,147,53,8,3
7325,40,23,0,11,2,1,3,4,1,0,3,0.25,38197.0,38,4,1,0,3,1,0,0,0,0,0,0.0,0,0,142,86,5,2
1307,63,27,5,8,8,3,12,7,3,0,4,0.4285714285714285,41986.0,46,2,0,1,2,1,0,0,0,0,0,0.0,0,0,135,15,4,3
1502,52,18,3,19,3,3,6,5,2,0,3,0.4,28427.0,41,2,1,0,3,1,0,0,0,0,0,0.0,0,0,146,67,8,3
6211,39,18,0,9,0,1,11,4,1,0,3,0.25,37395.0,48,4,1,0,3,1,0,0,0,0,0,0.0,0,0,132,47,6,2
843,805,303,0,280,60,147,15,21,8,2,11,0.1904761904761904,64722.0,53,2,1,0,3,1,0,0,0,0,0,0.0,0,0,131,47,6,0
4174,130,97,1,19,2,0,11,7,2,1,4,0.1428571428571428,55249.0,68,3,1,0,3,1,0,0,0,0,0,0.0,0,0,132,81,3,0
9757,1631,997,15,414,99,30,76,23,5,6,12,0.0434782608695652,84906.0,52,2,1,0,2,0,0,1,0,1,1,0.6,0,0,139,98,2,4
6918,34,5,4,13,8,0,4,4,1,0,3,0.25,28691.0,35,2,1,0,3,1,0,0,0,0,0,0.0,0,0,142,56,8,3
286,152,95,11,35,0,4,7,8,2,1,5,0.5,44213.0,72,2,0,1,3,2,0,0,0,0,0,0.0,0,0,137,48,6,2
11086,21,1,6,2,3,6,3,4,1,0,3,0.25,25707.0,40,0,0,1,2,1,0,0,0,0,0,0.0,0,0,135,18,7,3
1921,71,46,1,12,3,0,9,5,2,0,3,0.4,59062.0,57,4,1,0,5,3,0,0,0,0,0,0.0,0,0,139,74,4,2
4138,899,411,106,147,54,115,66,22,5,10,7,0.0454545454545454,76624.0,62,2,0,1,2,1,0,0,1,0,0,0.2,0,0,131,68,1,0
7718,711,244,51,270,101,0,45,9,1,3,5,0.1111111111111111,66000.0,77,3,1,0,2,0,0,0,0,0,0,0.0,0,0,132,36,1,0
1291,351,152,9,121,12,12,45,12,6,2,4,0.3333333333333333,27683.0,46,4,1,0,3,1,0,0,0,0,0,0.0,0,0,153,90,8,2
6862,8,1,1,3,1,1,1,0,0,0,0,0.0,1730.0,53,2,0,1,1,0,0,0,0,0,0,0.0,0,0,131,65,20,3
4136,119,10,17,18,8,26,40,7,3,2,2,0.5714285714285714,7500.0,32,0,0,1,2,1,0,0,0,0,0,0.0,0,0,149,63,9,3
803,21,12,0,5,0,0,4,3,0,1,2,0.3333333333333333,40521.0,56,2,1,0,4,2,0,0,0,0,0,0.0,0,0,145,82,5,2
4298,10,5,0,4,0,0,1,3,1,0,2,0.3333333333333333,20427.0,51,4,1,0,3,1,0,0,0,0,0,0.0,0,0,133,63,8,2
10833,973,790,19,133,12,0,19,24,8,3,13,0.125,65106.0,49,2,1,0,3,1,0,0,0,1,0,0.2,0,0,131,55,6,0
9606,1536,882,29,514,38,29,44,12,4,2,6,0.0833333333333333,69969.0,59,4,1,0,2,0,1,0,0,0,1,0.4,1,0,140,64,3,4
8534,992,615,28,259,12,48,30,24,6,5,13,0.1666666666666666,67433.0,72,2,1,0,4,2,0,0,0,1,0,0.2,0,0,142,51,4,1
5153,1529,1004,59,265,115,59,27,32,11,10,11,0.0625,77766.0,57,4,1,0,3,1,0,0,1,0,0,0.2,1,0,146,97,6,1
961,860,133,27,421,13,195,71,15,7,3,5,0.1333333333333333,74716.0,52,2,1,0,3,1,0,0,0,0,0,0.0,0,0,140,92,4,0
5011,928,595,23,123,10,23,154,21,8,9,4,0.0952380952380952,68118.0,61,2,0,1,2,1,0,0,0,0,0,0.0,0,0,138,51,6,0
6653,418,293,0,87,4,11,23,14,7,2,5,0.2857142857142857,55158.0,54,4,1,0,4,2,0,0,0,0,0,0.0,1,0,153,72,7,2
