Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Marital_Status_Grouped,Marital_Merged_Couples,Marital_Merged_Single_Household,Marital_Merged_Unknown,Age,Total_Children,Total_Household_Size,Total_Spending,Loyalty_Months,Campaign_Response_Rate,Shopping_Frequency
2,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,68,0,1,18,153,0.0,4
2,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,Couples,1,0,0,46,0,2,906,134,0.0,24
4,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,46,131,0.0,8
2,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,1,3,1477,149,0.0,25
2,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,69,1,3,766,149,0.0,23
2,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,71,1,3,47,134,0.0,7
2,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,0,2,467,141,0.0,14
2,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,Couples,1,0,0,63,0,2,2116,142,0.2,21
4,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,Couples,1,0,0,43,0,2,1298,144,0.4,25
0,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,48,2,4,22,140,0.0,6
3,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,56,1,2,396,135,0.0,15
4,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,20,144,0.0,4
2,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,59,0,1,967,133,0.0,13
2,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,Couples,1,0,0,53,1,3,357,150,0.0,19
2,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,Couples,1,0,0,68,0,2,1401,152,0.0,16
2,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,42,1,3,15,140,0.0,4
3,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,Single_Household,0,1,0,54,0,1,2087,147,0.2,20
2,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,1,3,981,147,0.0,26
2,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,54,2,3,17,139,0.0,6
4,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,Couples,1,0,0,66,0,2,523,148,0.8,22
2,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,41,1,3,23,132,0.0,4
4,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,66,0,1,1192,133,0.0,17
4,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,Couples,1,0,0,51,0,2,1958,131,0.2,20
4,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,50,1,2,133,132,0.0,9
2,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,0,2,777,140,0.0,17
4,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,52,2,3,73,142,0.0,9
4,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,2,4,121,134,0.0,10
2,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,1,2,424,141,0.0,15
2,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,66,1,2,868,131,0.0,13
0,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,38,0,1,756,150,0.0,15
3,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,42,1,3,12,144,0.0,4
2,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,1,3,937,148,0.0,25
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,Single_Household,0,1,0,49,0,1,1862,139,0.6,17
0,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,1,3,367,143,0.0,14
2,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,38,1,3,443,141,0.0,20
2,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,1,3,267,138,0.0,13
2,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,1,3,61,133,0.0,6
4,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,Single_Household,0,1,0,64,0,1,1323,137,0.2,21
4,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,72,1,3,63,130,0.0,6
0,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,0,2,64,141,0.0,8
0,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,562,135,0.2,19
2,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,2,4,312,131,0.0,19
2,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,70,0,1,1156,146,0.0,16
0,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,Single_Household,0,1,0,41,0,1,1104,146,0.2,16
4,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,51,2,3,16,135,0.0,4
4,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,40,1,2,44,140,0.0,9
2,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,Couples,1,0,0,53,1,3,1574,140,0.4,14
4,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,Couples,1,0,0,41,1,3,63,138,0.2,5
3,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,Couples,1,0,0,41,0,2,426,139,0.2,12
1,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,0,2,96,148,0.0,6
0,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,635,140,0.0,23
2,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,56,1,2,757,139,0.0,22
4,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,1,3,125,149,0.0,9
3,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,51,2,3,332,144,0.0,16
2,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,1,2,135,136,0.0,8
2,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,70,1,3,330,150,0.0,14
2,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,62,2,3,384,149,0.0,20
2,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,58,2,3,1722,153,0.0,18
2,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,3,5,78,132,0.0,7
1,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,39,0,1,24,148,0.0,4
0,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,72,0,1,1168,136,0.0,25
3,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,Couples,1,0,0,73,1,3,957,148,0.2,17
2,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,57,2,3,15,139,0.0,4
2,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,57,131,0.0,5
2,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,Couples,1,0,0,48,1,3,1956,150,0.2,24
2,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,Single_Household,0,1,0,39,0,1,2013,138,0.6,21
0,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,326,131,0.0,14
4,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,2,4,77,153,0.0,9
4,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,62,0,1,1313,144,0.0,20
3,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,35,0,1,30,131,0.0,8
2,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,1,3,315,147,0.0,14
3,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,71,1,3,660,142,0.0,22
2,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,35,1,3,74,147,0.0,7
0,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,1,2,46,132,0.0,7
4,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,62,1,2,86,140,0.0,8
2,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,79,0,1,1103,138,0.0,25
3,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,61,135,0.0,11
2,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,Couples,1,0,0,43,1,3,145,137,0.2,9
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,2,4,684,152,0.0,31
4,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,70,1,3,411,138,0.0,16
2,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,Single_Household,0,1,0,38,1,2,27,151,0.2,4
4,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,81,0,1,1060,142,0.0,27
2,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,60,1,3,1459,152,0.0,24
2,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,1,3,18,152,0.0,4
2,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,Couples,1,0,0,50,0,2,1833,151,0.2,26
3,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,1,3,237,133,0.0,12
4,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,2,3,48,131,0.0,10
2,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,Couples,1,0,0,48,2,4,515,141,0.0,26
2,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,0,2,1020,149,0.0,15
2,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,0,2,1370,131,0.0,11
2,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,73,1,3,1026,146,0.0,25
2,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,1,3,301,133,0.0,12
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,2,4,684,152,0.0,31
2,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,Couples,1,0,0,59,1,3,499,150,0.2,17
2,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,30,0,2,1004,152,0.0,21
4,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,218,139,0.0,12
2,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,1,3,606,143,0.0,22
0,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,1,3,75,142,0.0,6
2,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,3,5,106,152,0.0,9
2,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,76,0,2,990,143,0.0,17
2,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,55,0,1,1097,135,0.0,16
1,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,Couples,1,0,0,28,0,2,16,134,0.2,4
0,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,0,2,34,133,0.0,5
4,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,34,0,2,1711,152,0.0,16
3,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,Couples,1,0,0,67,2,4,438,136,0.2,17
1,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,1,3,75,148,0.0,7
3,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,1,3,225,138,0.0,13
3,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,72,2,4,18,150,0.0,4
2,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,43,1,3,470,144,0.0,17
2,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,43,2,3,91,145,0.0,9
3,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,Single_Household,0,1,0,33,0,1,2525,134,0.2,18
2,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,Couples,1,0,0,74,1,3,504,148,0.0,19
2,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,67,1,3,235,148,0.0,11
4,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,Single_Household,0,1,0,63,1,2,1232,147,0.2,21
1,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,66,2,3,88,144,0.0,12
2,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,1,2,17,132,0.0,4
2,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,39,1,2,24,141,0.0,5
2,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,2,4,60,140,0.0,7
4,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,Single_Household,0,1,0,72,1,2,1020,140,0.2,26
4,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,62,1,3,155,149,0.0,10
0,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,2,4,51,134,0.0,5
3,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,54,0,1,1812,148,0.0,16
3,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,Single_Household,0,1,0,55,1,2,1461,150,0.4,25
2,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,64,1,2,96,132,0.0,6
2,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,72,1,2,160,134,0.0,9
3,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,55,2,4,139,144,0.0,10
3,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,56,1,2,908,144,0.0,22
0,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,1,3,183,140,0.0,8
3,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,Couples,1,0,0,55,1,3,1161,145,0.2,19
4,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,0,2,988,133,0.0,14
0,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,63,1,2,1072,152,0.0,27
2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,2,4,174,140,0.0,12
2,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,Couples,1,0,0,65,1,3,758,147,0.0,22
3,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,1,3,195,136,0.0,11
2,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,Single_Household,0,1,0,45,1,2,31,151,0.2,6
3,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,67,0,2,1084,140,0.0,17
3,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,Couples,1,0,0,68,1,3,685,146,0.2,22
4,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,Couples,1,0,0,59,0,2,1672,137,0.2,26
2,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,34,0,2,43,138,0.0,6
4,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,Couples,1,0,0,67,2,4,49,134,0.2,5
2,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,1,3,133,143,0.0,9
2,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,Couples,1,0,0,67,1,3,363,139,0.2,15
2,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,Couples,1,0,0,69,1,3,545,145,0.0,18
2,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,Couples,1,0,0,52,1,3,1065,138,0.2,31
2,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,Couples,1,0,0,55,0,2,2047,146,0.2,21
2,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,2,4,296,150,0.0,15
2,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,49,2,3,140,142,0.0,11
2,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,59,1,2,530,141,0.0,17
4,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,Couples,1,0,0,61,2,4,152,153,0.0,13
4,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,33,0,2,1598,139,0.0,24
2,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,1,2,114,147,0.0,8
1,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,38,1,2,101,152,0.0,10
2,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,51,1,3,25,139,0.0,4
0,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,Single_Household,0,1,0,67,0,1,789,147,0.2,22
2,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,Couples,1,0,0,43,2,4,87,141,0.2,7
4,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,66,2,3,90,139,0.0,11
4,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,1,3,1215,144,0.0,20
4,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,Single_Household,0,1,0,69,0,1,811,139,0.2,22
2,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,Couples,1,0,0,38,1,3,61,150,0.2,7
3,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,49,1,3,405,141,0.0,18
3,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,69,2,4,72,133,0.0,9
2,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,2,3,189,147,0.0,14
4,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,38,1,3,40,142,0.0,5
2,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,1,2,63,135,0.0,10
2,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,41,1,3,52,145,0.0,7
4,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,48,1,3,39,132,0.0,5
2,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,805,131,0.0,25
3,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,1,3,130,132,0.0,8
2,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,Couples,1,0,0,52,0,2,1631,139,0.6,24
2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,35,1,3,34,142,0.0,5
2,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,72,2,3,152,137,0.0,12
1,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,40,1,2,21,135,0.0,5
4,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,57,3,5,71,139,0.0,7
2,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,Single_Household,0,1,0,62,1,2,899,131,0.2,23
3,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,77,0,2,711,132,0.0,10
4,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,351,153,0.0,16
2,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,0,1,8,131,0.0,15
1,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,32,1,2,119,149,0.0,11
2,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,2,4,21,145,0.0,4
4,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,51,1,3,10,133,0.0,4
