Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase_Num,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Kidhome,Teenhome,Total_Household_Size,Total_Children,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Campaign_Response_Rate,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,ID
18,5,2,3,3,0,5,3,1,0,2,0.3333333333333333,7500.0,45,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,152,61,8,10710
1833,777,35,731,39,137,114,25,5,9,11,0.04,83145.0,50,2,1,0,0,0,2,0,0,0,0,0,1,1,0.3333333333333333,0,152,14,2,5031
237,162,6,37,6,13,13,10,1,3,6,0.2,54197.0,64,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,16,1,2613
48,35,0,11,0,0,2,6,2,1,3,0.6666666666666666,23091.0,61,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,131,98,7,213
515,342,9,112,19,14,19,16,5,2,9,0.625,46049.0,48,2,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,142,11,7,967
1020,258,105,239,237,172,9,14,7,3,4,0.07142857142857142,56715.0,50,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,149,52,4,1077
1370,658,80,483,123,13,13,10,3,2,5,0.1,79410.0,63,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,131,19,1,7959
1026,356,80,329,138,17,106,23,7,6,10,0.08695652173913043,57304.0,73,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,146,61,5,640
301,213,5,28,7,7,41,11,4,1,6,0.09090909090909091,44375.0,59,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,73,5,4252
684,454,0,171,8,19,32,19,9,2,8,0.631578947368421,54450.0,68,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,152,0,8,8432
499,457,4,29,0,0,9,16,8,1,7,0.0625,59594.0,59,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,151,74,7,6218
1004,241,45,604,34,26,54,20,6,4,10,0.05,80685.0,30,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,153,55,2,6905
218,210,0,6,0,0,2,10,4,1,5,0.2,40344.0,50,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,139,48,7,5922
606,441,35,83,7,29,11,18,4,2,12,0.2222222222222222,62710.0,52,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,143,53,4,3598
75,19,13,18,10,7,8,5,1,1,3,0.2,48985.0,56,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,142,13,3,6116
106,28,9,37,12,7,13,6,2,0,4,0.5,35322.0,56,2,1,0,1,2,5,3,0,0,0,0,0,0,0.0,0,153,34,8,6263
990,476,75,162,29,151,97,16,4,4,8,0.0625,77142.0,76,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,143,54,2,10486
1097,364,40,425,158,60,50,15,3,4,8,0.06666666666666667,81657.0,55,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,135,69,1,2410
16,0,0,2,3,3,8,3,1,0,2,0.3333333333333333,14421.0,28,0,1,0,0,0,2,0,0,0,1,0,0,0,0.16666666666666666,0,134,81,5,193
34,0,6,3,7,6,12,4,1,0,3,0.25,20130.0,50,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,134,99,8,3363
1711,863,83,547,86,99,33,15,8,2,5,0.06666666666666667,74214.0,34,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,3,5,8278
438,349,7,35,0,0,47,14,8,2,4,0.21428571428571427,66726.0,67,3,1,0,1,1,4,2,0,0,0,1,0,0,0.16666666666666666,0,136,61,7,10660
75,5,23,15,0,18,14,5,2,0,3,0.4,23724.0,45,0,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,148,65,8,8686
225,184,2,19,8,8,4,10,2,2,6,0.3,47353.0,64,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,138,93,5,1604
18,8,0,8,0,0,2,3,1,0,2,0.3333333333333333,33444.0,72,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,150,24,8,5907
470,277,21,64,62,21,25,15,3,2,10,0.13333333333333333,54386.0,43,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,144,8,3,10669
91,44,5,19,0,4,19,6,2,0,4,0.5,28510.0,43,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,145,72,5,2918
2525,1156,120,915,94,144,96,17,3,4,10,0.058823529411764705,90638.0,33,3,0,1,0,0,1,0,0,0,0,0,1,0,0.16666666666666666,0,135,29,1,5735
504,373,14,83,6,9,19,16,8,2,6,0.1875,48070.0,74,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,1,148,33,7,359
235,134,8,76,6,0,11,10,4,1,5,0.1,43140.0,67,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,148,68,6,8387
1232,1148,0,60,0,0,24,18,9,5,4,0.16666666666666666,54959.0,63,4,0,1,0,1,2,1,0,0,0,1,0,1,0.3333333333333333,0,148,55,7,1829
88,6,12,3,21,6,40,7,2,2,3,0.7142857142857143,15056.0,66,0,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,144,76,5,3839
17,4,1,11,0,0,1,3,1,0,2,0.3333333333333333,26954.0,53,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,132,17,7,9392
24,5,4,8,2,0,5,4,1,0,3,0.25,22327.0,39,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,141,94,5,2292
60,24,2,20,2,2,10,5,1,0,4,0.4,44393.0,59,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,140,86,4,10466
1020,899,0,101,0,0,20,25,6,6,13,0.04,62000.0,72,4,0,1,0,1,2,1,1,0,0,0,0,0,0.16666666666666666,0,140,25,4,9855
155,108,1,28,13,1,4,8,3,1,4,0.25,31497.0,62,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,149,22,8,4088
51,27,2,7,0,2,13,4,1,0,3,0.25,45894.0,50,1,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,134,15,5,5231
1812,816,66,549,216,66,99,15,5,6,4,0.06666666666666667,78579.0,54,3,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,149,35,3,590
1461,1298,0,70,37,14,42,21,7,4,10,0.19047619047619047,67369.0,55,3,0,1,0,1,2,1,0,0,0,1,1,1,0.5,0,150,81,4,8732
96,10,0,11,17,29,29,5,1,2,2,0.2,58401.0,64,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,132,55,4,2315
160,87,13,34,10,6,10,8,4,0,4,0.125,62307.0,72,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,134,94,5,3515
139,57,2,51,4,2,23,7,2,1,4,0.42857142857142855,43641.0,55,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,145,50,6,2245
908,635,15,100,20,7,131,21,9,3,9,0.047619047619047616,63841.0,56,3,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,145,64,6,6283
183,43,12,23,29,15,61,7,2,1,4,0.14285714285714285,46891.0,59,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,91,4,2246
1161,964,34,137,15,0,11,17,5,2,10,0.11764705882352941,70091.0,55,3,1,0,1,0,3,1,0,0,0,1,0,0,0.16666666666666666,0,145,11,8,6606
988,572,8,259,34,35,80,13,3,5,5,0.07692307692307693,78075.0,52,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,133,72,1,5545
1072,341,142,113,259,151,66,24,6,6,12,0.125,59184.0,63,1,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,152,6,5,7342
174,63,6,57,13,13,22,8,2,1,5,0.5,54809.0,47,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,140,0,4,837
758,221,104,169,102,78,84,19,9,2,8,0.15789473684210525,58113.0,65,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,1,147,66,7,9500
195,140,3,29,4,5,14,9,3,2,4,0.2222222222222222,51412.0,66,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,136,42,4,3602
31,1,2,8,4,3,13,4,1,1,2,0.5,15287.0,45,2,0,1,1,0,2,1,0,0,1,0,0,1,0.3333333333333333,0,151,60,7,234
1084,291,10,689,84,10,0,16,3,4,9,0.0625,66636.0,67,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,141,64,1,2995
685,544,13,85,8,6,29,19,10,4,5,0.15789473684210525,50965.0,68,3,1,0,0,1,3,1,0,0,1,0,0,0,0.16666666666666666,0,147,87,8,1118
1672,684,100,801,21,66,0,25,6,9,10,0.04,84618.0,59,4,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,137,96,2,7789
43,1,12,9,0,14,7,5,2,0,3,0.2,18351.0,34,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,138,1,7,3068
49,35,0,4,0,0,10,4,1,1,2,0.25,40451.0,67,4,1,0,0,2,4,2,0,0,1,0,0,0,0.16666666666666666,0,135,54,5,8955
133,87,3,25,3,2,13,7,3,0,4,0.2857142857142857,36317.0,59,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,144,53,7,945
363,309,3,24,4,3,20,13,5,1,7,0.15384615384615385,42213.0,67,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,139,96,7,5644
545,172,73,93,95,78,34,16,2,4,10,0.125,65748.0,69,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,1,145,58,1,7192
1065,625,38,242,50,34,76,29,7,11,11,0.06896551724137931,77044.0,52,2,1,0,0,1,3,1,0,0,1,0,0,0,0.16666666666666666,0,138,12,4,2324
2047,972,59,913,25,19,59,20,5,9,6,0.05,74918.0,55,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,146,78,3,697
296,157,6,39,6,13,75,10,4,1,5,0.5,56721.0,52,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,150,64,6,3439
140,48,9,45,3,15,20,7,2,1,4,0.5714285714285714,42160.0,49,2,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,142,26,6,1506
530,279,83,88,32,14,34,16,4,2,10,0.0625,61559.0,59,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,142,8,3,232
152,132,0,16,0,0,4,8,3,1,4,0.625,33629.0,61,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,153,49,9,8876
1598,919,0,505,99,30,45,23,4,9,10,0.043478260869565216,68682.0,33,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,139,56,2,4500
114,62,0,22,3,1,26,6,2,2,2,0.3333333333333333,34377.0,61,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,55,7,9739
101,1,45,3,4,6,42,7,3,1,3,0.42857142857142855,8940.0,38,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,153,25,8,10395
25,2,6,4,3,1,9,3,1,0,2,0.3333333333333333,26228.0,51,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,139,50,8,1176
789,408,61,109,48,122,41,21,5,7,9,0.047619047619047616,77297.0,67,1,0,1,0,0,1,0,1,0,0,0,0,0,0.16666666666666666,0,147,84,4,1627
87,51,1,7,2,1,25,5,2,1,2,0.4,40211.0,43,2,1,0,1,1,4,2,0,0,1,0,0,0,0.16666666666666666,0,141,30,8,938
90,62,1,16,3,2,6,7,2,1,4,0.5714285714285714,33438.0,66,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,139,81,5,2740
1215,952,12,180,47,12,12,18,5,4,9,0.1111111111111111,75032.0,65,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,144,74,3,257
811,618,15,106,20,7,45,21,11,2,8,0.047619047619047616,61284.0,69,4,0,1,0,0,1,0,0,0,0,1,0,0,0.16666666666666666,0,139,76,6,4058
61,11,7,12,2,2,27,5,2,1,2,0.4,22518.0,38,2,1,0,1,0,3,1,0,0,1,0,0,1,0.3333333333333333,0,151,36,5,7736
405,318,3,17,4,7,56,13,4,1,8,0.38461538461538464,54730.0,49,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,64,4,8210
72,56,0,14,0,0,2,6,3,0,3,0.5,38452.0,69,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,133,62,7,833
189,110,5,59,7,1,7,9,5,0,4,0.5555555555555556,44421.0,53,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,147,53,8,6230
40,23,0,11,2,1,3,4,1,0,3,0.25,38197.0,38,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,86,5,7325
63,27,5,8,8,3,12,7,3,0,4,0.42857142857142855,41986.0,46,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,135,15,4,1307
52,18,3,19,3,3,6,5,2,0,3,0.4,28427.0,41,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,146,67,8,1502
39,18,0,9,0,1,11,4,1,0,3,0.25,37395.0,48,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,132,47,6,6211
805,303,0,280,60,147,15,21,8,2,11,0.19047619047619047,64722.0,53,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,131,47,6,843
130,97,1,19,2,0,11,7,2,1,4,0.14285714285714285,55249.0,68,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,81,3,4174
1631,997,15,414,99,30,76,23,5,6,12,0.043478260869565216,84906.0,52,2,1,0,0,0,2,0,0,1,0,1,1,0,0.5,0,139,98,2,9757
34,5,4,13,8,0,4,4,1,0,3,0.25,28691.0,35,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,56,8,6918
152,95,11,35,0,4,7,8,2,1,5,0.5,44213.0,72,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,137,48,6,286
21,1,6,2,3,6,3,4,1,0,3,0.25,25707.0,40,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,135,18,7,11086
71,46,1,12,3,0,9,5,2,0,3,0.4,59062.0,57,4,1,0,2,1,5,3,0,0,0,0,0,0,0.0,0,139,74,4,1921
899,411,106,147,54,115,66,22,5,10,7,0.045454545454545456,76624.0,62,2,0,1,0,1,2,1,0,0,1,0,0,0,0.16666666666666666,0,131,68,1,4138
711,244,51,270,101,0,45,9,1,3,5,0.1111111111111111,66000.0,77,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,132,36,1,7718
351,152,9,121,12,12,45,12,6,2,4,0.3333333333333333,27683.0,46,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,153,90,8,1291
8,1,1,3,1,1,1,0,0,0,0,0.0,1730.0,53,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,131,65,20,6862
119,10,17,18,8,26,40,7,3,2,2,0.5714285714285714,7500.0,32,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,149,63,9,4136
21,12,0,5,0,0,4,3,0,1,2,0.3333333333333333,40521.0,56,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,145,82,5,803
10,5,0,4,0,0,1,3,1,0,2,0.3333333333333333,20427.0,51,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,133,63,8,4298
973,790,19,133,12,0,19,24,8,3,13,0.125,65106.0,49,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,131,55,6,10833
1536,882,29,514,38,29,44,12,4,2,6,0.08333333333333333,69969.0,59,4,1,0,0,0,2,0,1,0,0,0,1,1,0.5,0,140,64,3,9606
992,615,28,259,12,48,30,24,6,5,13,0.16666666666666666,67433.0,72,2,1,0,0,2,4,2,0,0,0,1,0,0,0.16666666666666666,0,142,51,4,8534
1529,1004,59,265,115,59,27,32,11,10,11,0.0625,77766.0,57,4,1,0,0,1,3,1,0,0,1,0,0,1,0.3333333333333333,0,146,97,6,5153
860,133,27,421,13,195,71,15,7,3,5,0.13333333333333333,74716.0,52,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,92,4,961
928,595,23,123,10,23,154,21,8,9,4,0.09523809523809523,68118.0,61,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,139,51,6,5011
418,293,0,87,4,11,23,14,7,2,5,0.2857142857142857,55158.0,54,4,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,153,72,7,6653
587,313,15,47,20,0,192,14,7,4,3,0.14285714285714285,62972.0,69,1,1,0,0,1,3,1,0,0,0,0,0,1,0.16666666666666666,0,153,39,6,9094
641,151,81,86,168,91,64,17,4,2,11,0.11764705882352941,74190.0,49,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,132,49,2,810
23,15,0,2,0,0,6,3,1,0,2,0.3333333333333333,39356.0,48,2,1,0,1,1,4,2,0,0,1,0,0,0,0.16666666666666666,0,133,21,6,5493
2279,736,63,946,219,189,126,22,4,7,11,0.045454545454545456,76653.0,55,2,1,0,0,0,2,0,1,0,0,0,1,0,0.3333333333333333,0,141,91,2,2147
49,15,0,8,4,2,20,4,1,1,2,0.5,35860.0,51,4,0,1,1,1,3,2,0,0,1,0,0,0,0.16666666666666666,0,131,37,5,5107
1779,982,17,672,23,34,51,16,6,2,8,0.0625,90687.0,41,4,0,1,0,0,1,0,0,0,0,0,1,1,0.3333333333333333,0,144,98,2,3979
1804,1142,51,415,90,69,37,26,7,8,11,0.038461538461538464,73450.0,42,3,1,0,0,0,2,0,1,0,1,0,0,0,0.3333333333333333,0,137,85,3,6049
48,28,0,11,0,0,9,5,2,0,3,0.6,31454.0,64,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,142,40,8,8147
83,46,0,12,0,2,23,5,2,1,2,0.4,47139.0,72,2,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,134,2,7,1857
1862,897,161,430,186,161,27,17,4,7,6,0.0,83829.0,49,2,0,1,0,0,1,0,1,0,1,0,1,1,0.6666666666666666,0,139,78,1,3910
793,489,6,152,8,6,132,19,9,4,6,0.5263157894736842,53378.0,61,4,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,152,41,8,5207
84,25,4,9,6,8,32,6,2,1,3,0.5,19656.0,54,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,147,94,7,11114
183,145,1,33,2,1,1,9,4,1,4,0.1111111111111111,45579.0,76,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,10,6,5429
1383,630,26,611,44,18,54,18,6,6,6,0.05555555555555555,85485.0,66,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,130,73,2,9400
999,760,38,104,50,9,38,14,7,3,4,0.14285714285714285,55956.0,80,2,1,0,0,0,2,0,0,0,0,1,0,0,0.16666666666666666,0,133,22,4,1740
825,420,15,186,151,38,15,21,5,3,13,0.14285714285714285,64191.0,61,3,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,30,3,7488
246,125,17,52,3,19,30,10,5,1,4,0.4,38808.0,52,2,0,1,1,0,2,1,0,0,1,0,0,1,0.3333333333333333,0,152,21,8,195
610,464,5,64,7,0,70,17,9,1,7,0.47058823529411764,57183.0,58,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,146,51,8,635
76,6,6,29,12,15,8,6,2,1,3,0.5,23748.0,56,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,150,97,8,7527
1286,1090,12,96,16,12,60,18,3,4,11,0.2222222222222222,66303.0,53,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,146,56,8,10319
30,3,2,11,2,2,10,3,1,0,2,0.3333333333333333,37368.0,49,3,1,0,1,0,3,1,0,0,1,0,0,0,0.16666666666666666,0,137,4,6,2296
99,24,0,27,8,30,10,6,3,0,3,0.3333333333333333,40800.0,60,2,1,0,1,2,5,3,0,0,0,0,0,0,0.0,1,148,77,7,10637
1192,737,21,106,55,63,210,22,6,7,9,0.0,71847.0,46,2,0,1,0,0,1,0,1,0,0,0,0,0,0.16666666666666666,0,152,95,3,2931
362,254,6,71,4,0,27,13,5,1,7,0.38461538461538464,46149.0,49,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,137,36,5,907
2130,817,185,687,145,55,241,18,4,6,8,0.05555555555555555,78687.0,41,2,1,0,0,0,2,0,0,0,0,0,1,1,0.3333333333333333,0,153,13,2,3698
1229,620,54,239,99,98,119,26,9,7,10,0.07692307692307693,49118.0,53,1,0,1,0,0,1,0,0,1,0,1,0,1,0.5,0,153,90,7,9516
38,13,4,20,0,0,1,4,1,0,3,0.5,37633.0,67,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,152,49,9,679
485,113,61,204,34,26,47,15,7,1,7,0.13333333333333333,39767.0,73,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,142,18,8,7384
434,7,23,78,133,49,144,11,4,2,5,0.18181818181818182,26997.0,73,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,150,89,7,5043
44,16,2,18,2,1,5,4,1,0,3,0.25,33986.0,54,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,146,43,7,5267
496,462,0,24,6,0,4,16,9,2,5,0.125,57091.0,52,4,1,0,0,1,3,1,0,0,0,1,0,1,0.3333333333333333,0,150,82,7,339
78,22,2,10,6,4,34,5,1,2,2,0.4,46831.0,55,1,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,143,84,4,2516
2346,968,147,842,137,42,210,22,5,7,10,0.045454545454545456,83151.0,52,3,1,0,0,0,2,0,1,0,1,0,1,1,0.6666666666666666,0,147,80,2,9010
794,283,112,151,51,72,125,19,7,2,10,0.10526315789473684,52531.0,53,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,148,68,6,378
17,1,2,5,6,0,3,3,1,0,2,0.3333333333333333,15759.0,68,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,140,12,7,4808
26,14,1,7,2,1,1,4,2,0,2,0.25,22804.0,53,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,141,75,9,5068
76,30,5,24,6,3,8,6,2,0,4,0.3333333333333333,43050.0,51,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,134,10,5,7628
15,4,0,5,0,1,5,3,1,0,2,0.3333333333333333,42997.0,47,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,137,91,7,7128
62,52,0,9,0,0,1,5,1,0,4,0.4,48918.0,61,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,133,21,4,2811
198,62,1,57,19,11,48,8,2,1,5,0.25,60033.0,70,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,28,2,3551
49,20,2,14,3,0,10,4,2,0,2,0.25,34043.0,46,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,138,97,9,1663
802,545,7,114,37,21,78,20,7,2,11,0.25,57811.0,58,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,142,49,5,5543
1736,558,79,622,207,175,95,14,4,6,4,0.07142857142857142,78569.0,78,2,1,0,0,0,2,0,0,0,0,0,1,1,0.3333333333333333,0,134,14,1,1577
57,6,5,4,13,4,25,6,2,1,3,0.6666666666666666,7500.0,46,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,148,5,6,10641
59,39,1,9,2,0,8,2,1,0,1,0.0,157733.0,53,3,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,143,37,1,5336
2302,1111,24,790,160,45,172,18,5,8,5,0.0,94384.0,71,2,1,0,0,0,2,0,1,0,0,1,1,1,0.6666666666666666,0,146,62,2,6024
37,4,6,8,6,3,10,5,2,0,3,0.2,23148.0,39,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,134,83,7,1878
310,183,5,65,3,5,49,11,5,2,4,0.45454545454545453,44267.0,54,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,146,48,9,3099
1305,546,72,376,94,145,72,18,5,5,8,0.05555555555555555,71626.0,45,2,1,0,0,0,2,0,0,0,0,1,0,0,0.16666666666666666,0,150,94,3,6055
832,606,7,155,10,0,54,21,10,3,8,0.23809523809523808,60894.0,58,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,142,61,7,5841
401,266,6,51,8,6,64,13,7,1,5,0.46153846153846156,50200.0,48,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,145,70,8,3972
1501,1142,29,249,38,29,14,22,5,5,12,0.045454545454545456,81051.0,59,4,1,0,0,0,2,0,0,0,0,1,1,0,0.3333333333333333,0,131,43,2,4394
1189,1074,0,69,0,0,46,27,10,4,13,0.037037037037037035,65169.0,42,2,1,0,0,0,2,0,1,1,1,0,1,1,0.8333333333333334,0,136,23,6,5758
1194,771,51,154,54,10,154,25,11,2,12,0.28,59868.0,52,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,37,6,6658
656,371,32,189,0,58,6,19,5,4,10,0.10526315789473684,65695.0,64,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,135,50,4,4603
1540,556,14,717,210,0,43,22,7,5,10,0.045454545454545456,64857.0,68,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,150,78,4,8427
311,202,5,74,11,5,14,12,6,1,5,0.25,45143.0,59,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,74,7,10260
820,209,162,209,41,162,37,21,4,7,10,0.23809523809523808,74805.0,69,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,138,14,2,7143
274,35,40,111,36,40,12,11,3,1,7,0.2727272727272727,59060.0,35,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,136,77,4,8789
57,37,0,17,0,0,3,6,3,0,3,0.5,27238.0,62,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,145,39,9,6197
448,171,45,73,59,10,90,13,3,2,8,0.3076923076923077,47009.0,59,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,139,89,4,4554
44,12,2,20,3,2,5,4,1,0,3,0.25,46094.0,51,1,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,131,62,7,4937
102,44,4,21,6,0,27,6,3,0,3,0.3333333333333333,40321.0,52,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,141,59,7,1920
61,20,2,9,4,6,20,4,1,1,2,0.25,37235.0,40,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,135,68,4,8749
1643,779,86,537,34,69,138,26,5,9,12,0.038461538461538464,81843.0,64,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,145,13,3,1650
397,170,6,97,24,12,88,12,6,1,5,0.25,46692.0,66,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,143,37,6,10377
1121,491,48,231,112,105,134,24,5,7,12,0.08333333333333333,77382.0,56,2,1,0,0,1,3,1,0,0,0,0,1,0,0.16666666666666666,0,136,36,1,9206
473,173,8,107,7,2,176,12,7,2,3,0.3333333333333333,37774.0,47,2,0,1,2,0,3,2,0,0,1,0,0,1,0.3333333333333333,1,152,28,9,10971
50,7,10,13,16,0,4,6,3,0,3,0.3333333333333333,18393.0,50,0,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,133,2,8,6398
1678,1205,0,235,19,14,205,22,6,3,13,0.2727272727272727,72828.0,62,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,147,17,7,9212
